"날짜","종가","시가","고가","저가","거래량","변동 %"
"2020- 01- 01","8,776.38","8,772.00","8,783.62","8,769.75","","0.28%"
"2019- 12- 31","8,752.25","8,731.75","8,772.25","8,692.25","284.52K","0.21%"
"2019- 12- 30","8,733.75","8,783.50","8,809.75","8,691.25","404.05K","-0.56%"
"2019- 12- 27","8,783.25","8,801.00","8,843.50","8,769.00","322.89K","-0.24%"
"2019- 12- 26","8,804.25","8,730.25","8,805.00","8,729.00","170.68K","0.85%"
"2019- 12- 25","8,730.38","8,729.75","8,732.62","8,729.12","","0.01%"
"2019- 12- 24","8,729.50","8,728.25","8,736.00","8,707.00","106.03K","0.03%"
"2019- 12- 23","8,726.50","8,710.75","8,743.25","8,707.50","194.92K","0.22%"
"2019- 12- 20","8,707.46","8,651.00","8,700.00","8,638.25","5.70K","0.75%"
"2019- 12- 19","8,642.50","8,598.00","8,655.50","8,580.25","65.78K","0.61%"
"2019- 12- 18","8,590.25","8,569.75","8,612.00","8,567.75","98.30K","0.16%"
"2019- 12- 17","8,576.25","8,576.00","8,596.75","8,563.25","145.05K","0.00%"
"2019- 12- 16","8,576.00","8,507.00","8,587.75","8,503.25","192.05K","0.97%"
"2019- 12- 13","8,494.00","8,485.00","8,523.75","8,435.50","335.04K","0.34%"
"2019- 12- 12","8,465.25","8,407.50","8,497.00","8,381.00","554.34K","0.71%"
"2019- 12- 11","8,405.50","8,366.25","8,411.00","8,345.00","304.18K","0.50%"
"2019- 12- 10","8,363.75","8,354.50","8,398.00","8,297.00","403.36K","0.09%"
"2019- 12- 09","8,356.00","8,401.50","8,427.25","8,347.00","292.42K","-0.53%"
"2019- 12- 06","8,400.25","8,311.00","8,409.50","8,307.75","302.78K","1.10%"
"2019- 12- 05","8,309.25","8,296.25","8,340.00","8,273.25","370.99K","0.17%"
"2019- 12- 04","8,295.25","8,258.75","8,319.25","8,220.50","413.65K","0.53%"
"2019- 12- 03","8,251.25","8,313.75","8,337.50","8,168.25","614.32K","-0.78%"
"2019- 12- 02","8,316.00","8,424.50","8,457.25","8,276.50","559.47K","-1.21%"
"2019- 11- 29","8,417.50","8,456.75","8,458.25","8,406.50","242.60K","-0.38%"
"2019- 11- 28","8,449.38","8,425.62","8,449.62","8,416.00","","-0.06%"
"2019- 11- 27","8,454.75","8,402.75","8,458.75","8,397.00","240.87K","0.64%"
"2019- 11- 26","8,400.75","8,374.25","8,422.00","8,366.25","285.73K","0.29%"
"2019- 11- 25","8,376.50","8,303.25","8,379.25","8,296.50","259.49K","1.16%"
"2019- 11- 22","8,280.50","8,280.25","8,313.50","8,233.25","344.50K","0.07%"
"2019- 11- 21","8,274.50","8,261.50","8,308.00","8,240.00","411.83K","-0.21%"
"2019- 11- 20","8,291.75","8,333.00","8,348.00","8,231.00","526.98K","-0.60%"
"2019- 11- 19","8,341.50","8,335.00","8,379.00","8,312.50","373.94K","0.10%"
"2019- 11- 18","8,333.50","8,318.75","8,367.00","8,279.25","370.61K","0.18%"
"2019- 11- 15","8,318.75","8,267.50","8,324.00","8,261.25","367.15K","0.64%"
"2019- 11- 14","8,265.50","8,269.00","8,285.50","8,216.25","381.59K","0.00%"
"2019- 11- 13","8,265.75","8,273.00","8,281.50","8,220.00","382.04K","-0.11%"
"2019- 11- 12","8,275.00","8,253.25","8,300.25","8,228.50","316.73K","0.31%"
"2019- 11- 11","8,249.75","8,257.25","8,261.75","8,206.50","229.84K","-0.09%"
"2019- 11- 08","8,257.25","8,230.00","8,264.25","8,190.00","326.87K","0.33%"
"2019- 11- 07","8,230.50","8,213.75","8,282.25","8,190.00","366.40K","0.28%"
"2019- 11- 06","8,207.25","8,208.00","8,228.25","8,161.00","314.41K","-0.04%"
"2019- 11- 05","8,210.75","8,221.50","8,248.00","8,193.25","305.80K","-0.06%"
"2019- 11- 04","8,215.75","8,165.00","8,233.75","8,164.00","325.48K","0.68%"
"2019- 11- 01","8,160.25","8,094.25","8,168.00","8,084.50","348.33K","0.87%"
"2019- 10- 31","8,090.25","8,128.50","8,139.00","8,046.00","448.46K","-0.26%"
"2019- 10- 30","8,111.25","8,057.25","8,141.00","8,020.50","381.31K","0.70%"
"2019- 10- 29","8,055.25","8,109.25","8,118.75","8,050.75","351.25K","-0.49%"
"2019- 10- 28","8,094.75","8,048.00","8,127.50","8,048.00","309.11K","0.73%"
"2019- 10- 25","8,035.75","7,928.50","8,041.50","7,918.50","348.32K","1.36%"
"2019- 10- 24","7,928.25","7,922.75","7,984.00","7,913.25","380.97K","0.34%"
"2019- 10- 23","7,901.50","7,846.25","7,918.25","7,810.25","348.67K","0.54%"
"2019- 10- 22","7,858.75","7,949.25","7,988.75","7,837.25","377.55K","-1.13%"
"2019- 10- 21","7,948.25","7,874.25","7,951.75","7,865.75","275.03K","0.86%"
"2019- 10- 18","7,880.75","7,953.75","7,958.50","7,835.75","437.75K","-0.91%"
"2019- 10- 17","7,952.75","7,954.25","7,994.75","7,922.00","368.62K","0.05%"
"2019- 10- 16","7,948.50","7,960.00","7,960.25","7,907.50","347.55K","-0.14%"
"2019- 10- 15","7,959.75","7,862.25","7,971.75","7,859.75","347.66K","1.30%"
"2019- 10- 14","7,857.50","7,850.25","7,894.75","7,807.00","311.10K","-0.02%"
"2019- 10- 11","7,859.00","7,783.25","7,918.50","7,767.00","490.52K","1.27%"
"2019- 10- 10","7,760.25","7,702.25","7,798.75","7,583.25","535.04K","0.79%"
"2019- 10- 09","7,699.75","7,621.00","7,732.00","7,604.50","404.17K","1.02%"
"2019- 10- 08","7,622.00","7,736.00","7,784.50","7,613.50","552.15K","-1.52%"
"2019- 10- 07","7,740.00","7,712.50","7,799.75","7,682.50","381.26K","-0.35%"
"2019- 10- 04","7,767.25","7,656.75","7,773.75","7,624.00","420.54K","1.42%"
"2019- 10- 03","7,658.50","7,551.50","7,661.50","7,474.25","582.82K","1.49%"
"2019- 10- 02","7,546.25","7,711.00","7,730.50","7,525.50","586.57K","-1.94%"
"2019- 10- 01","7,695.50","7,784.00","7,841.50","7,691.00","478.76K","-0.97%"
"2019- 09- 30","7,770.50","7,735.50","7,788.75","7,705.75","337.87K","0.90%"
"2019- 09- 27","7,701.25","7,787.00","7,822.00","7,641.00","598.17K","-1.10%"
"2019- 09- 26","7,787.25","7,822.50","7,842.75","7,734.75","489.32K","-0.42%"
"2019- 09- 25","7,820.25","7,738.25","7,844.25","7,663.00","540.08K","1.10%"
"2019- 09- 24","7,735.25","7,869.00","7,904.75","7,701.75","609.26K","-1.47%"
"2019- 09- 23","7,850.50","7,839.25","7,897.50","7,807.75","348.18K","-0.62%"
"2019- 09- 20","7,899.48","7,899.50","7,932.75","7,890.75","3.93K","0.04%"
"2019- 09- 19","7,896.25","7,898.75","7,951.00","7,830.50","69.14K","0.03%"
"2019- 09- 18","7,894.25","7,890.75","7,906.75","7,790.00","122.28K","0.05%"
"2019- 09- 17","7,890.25","7,864.00","7,897.50","7,828.00","147.54K","0.43%"
"2019- 09- 16","7,856.50","7,856.75","7,873.25","7,776.25","199.32K","-0.37%"
"2019- 09- 13","7,886.00","7,916.25","7,958.50","7,881.75","243.85K","-0.45%"
"2019- 09- 12","7,921.50","7,893.25","7,982.75","7,886.75","448.98K","0.40%"
"2019- 09- 11","7,889.75","7,818.50","7,905.00","7,786.50","383.87K","0.96%"
"2019- 09- 10","7,815.00","7,834.00","7,857.75","7,744.25","446.53K","-0.20%"
"2019- 09- 09","7,830.75","7,857.00","7,887.00","7,798.50","372.95K","-0.34%"
"2019- 09- 06","7,857.75","7,853.50","7,895.00","7,838.25","356.48K","0.03%"
"2019- 09- 05","7,855.50","7,722.00","7,886.75","7,717.25","478.41K","1.72%"
"2019- 09- 04","7,722.75","7,614.25","7,730.00","7,608.50","399.67K","1.38%"
"2019- 09- 03","7,617.50","7,628.25","7,695.50","7,580.75","643.04K","-0.10%"
"2019- 09- 02","7,625.00","7,630.62","7,695.25","7,587.88","","-0.07%"
"2019- 09- 01","7,630.25","7,676.38","7,676.38","7,593.00","","-0.79%"
"2019- 08- 30","7,690.75","7,704.25","7,770.50","7,646.00","450.75K","-0.28%"
"2019- 08- 29","7,712.00","7,582.25","7,730.25","7,548.50","447.67K","1.48%"
"2019- 08- 28","7,599.25","7,564.00","7,605.75","7,504.25","480.98K","0.48%"
"2019- 08- 27","7,562.75","7,591.50","7,648.50","7,537.00","520.97K","-0.37%"
"2019- 08- 26","7,590.50","7,435.00","7,626.00","7,353.25","617.91K","1.15%"
"2019- 08- 23","7,504.50","7,705.75","7,762.00","7,447.75","763.86K","-2.68%"
"2019- 08- 22","7,711.25","7,756.00","7,782.25","7,654.00","487.62K","-0.50%"
"2019- 08- 21","7,750.25","7,655.00","7,765.75","7,652.25","344.35K","1.07%"
"2019- 08- 20","7,668.00","7,717.25","7,752.00","7,655.50","414.18K","-0.77%"
"2019- 08- 19","7,727.50","7,617.25","7,750.00","7,616.00","401.48K","1.52%"
"2019- 08- 16","7,611.75","7,509.25","7,632.50","7,502.50","449.47K","1.54%"
"2019- 08- 15","7,496.25","7,469.00","7,572.75","7,388.25","705.04K","0.10%"
"2019- 08- 14","7,488.75","7,746.50","7,767.50","7,477.00","825.23K","-3.35%"
"2019- 08- 13","7,748.00","7,570.25","7,789.50","7,514.00","674.98K","2.40%"
"2019- 08- 12","7,566.75","7,654.50","7,710.00","7,534.75","552.72K","-1.22%"
"2019- 08- 09","7,660.25","7,699.50","7,724.00","7,596.75","619.04K","-0.98%"
"2019- 08- 08","7,735.75","7,553.50","7,738.50","7,526.00","553.67K","2.42%"
"2019- 08- 07","7,553.25","7,512.75","7,577.50","7,387.50","851.28K","0.50%"
"2019- 08- 06","7,515.50","7,349.00","7,549.00","7,224.50","845.24K","1.76%"
"2019- 08- 05","7,385.25","7,701.75","7,705.50","7,359.75","848.40K","-4.12%"
"2019- 08- 02","7,702.25","7,797.00","7,806.00","7,650.25","736.45K","-1.36%"
"2019- 08- 01","7,808.25","7,834.00","8,014.50","7,776.75","772.96K","-0.74%"
"2019- 07- 31","7,866.75","7,992.50","8,001.25","7,782.25","556.44K","-1.21%"
"2019- 07- 30","7,963.25","8,004.25","8,020.00","7,928.25","394.70K","-0.47%"
"2019- 07- 29","8,001.25","8,017.50","8,031.75","7,951.75","301.21K","-0.23%"
"2019- 07- 26","8,019.75","7,992.00","8,040.75","7,987.50","322.31K","0.48%"
"2019- 07- 25","7,981.75","8,004.50","8,034.50","7,917.25","433.95K","-0.70%"
"2019- 07- 24","8,038.00","7,944.00","8,051.75","7,925.25","356.16K","0.68%"
"2019- 07- 23","7,983.75","7,926.50","7,985.75","7,908.00","357.77K","0.74%"
"2019- 07- 22","7,924.75","7,830.00","7,936.50","7,826.25","355.21K","1.05%"
"2019- 07- 19","7,842.75","7,950.50","7,980.75","7,815.25","438.47K","-1.14%"
"2019- 07- 18","7,933.50","7,868.00","7,954.75","7,833.00","413.72K","0.61%"
"2019- 07- 17","7,885.50","7,939.75","7,966.25","7,868.00","303.89K","-0.72%"
"2019- 07- 16","7,942.75","7,982.75","8,001.50","7,924.00","303.70K","-0.55%"
"2019- 07- 15","7,986.75","7,958.25","7,992.00","7,941.25","247.18K","0.34%"
"2019- 07- 12","7,960.00","7,917.25","7,967.50","7,911.75","299.82K","0.52%"
"2019- 07- 11","7,918.75","7,924.25","7,963.25","7,894.25","407.89K","-0.13%"
"2019- 07- 10","7,928.75","7,848.00","7,949.50","7,811.25","442.84K","1.06%"
"2019- 07- 09","7,845.25","7,802.25","7,858.75","7,743.00","346.31K","0.57%"
"2019- 07- 08","7,801.00","7,855.00","7,863.50","7,777.50","342.23K","-0.64%"
"2019- 07- 05","7,851.50","7,887.75","7,909.75","7,797.25","375.29K","-0.66%"
"2019- 07- 04","7,904.00","7,890.25","7,908.12","7,881.25","","0.21%"
"2019- 07- 03","7,887.50","7,840.25","7,892.75","7,824.50","209.60K","0.63%"
"2019- 07- 02","7,838.25","7,792.50","7,843.25","7,763.00","297.57K","0.62%"
"2019- 07- 01","7,790.00","7,781.50","7,849.75","7,759.00","406.59K","1.25%"
"2019- 06- 28","7,693.75","7,685.25","7,726.00","7,664.00","310.13K","0.04%"
"2019- 06- 27","7,690.50","7,641.00","7,716.50","7,640.75","300.15K","0.53%"
"2019- 06- 26","7,650.00","7,633.00","7,719.00","7,616.25","376.98K","0.28%"
"2019- 06- 25","7,628.75","7,753.00","7,779.50","7,609.50","424.81K","-1.68%"
"2019- 06- 24","7,758.75","7,744.50","7,794.25","7,731.75","260.98K","0.45%"
"2019- 06- 21","7,723.61","7,737.00","7,743.25","7,701.50","5.56K","-0.28%"
"2019- 06- 20","7,745.25","7,668.00","7,793.00","7,660.00","101.51K","0.93%"
"2019- 06- 19","7,674.25","7,641.00","7,685.75","7,601.75","112.59K","0.38%"
"2019- 06- 18","7,645.25","7,542.25","7,693.50","7,514.75","209.97K","1.47%"
"2019- 06- 17","7,534.25","7,481.00","7,550.75","7,476.00","184.04K","0.75%"
"2019- 06- 14","7,478.25","7,503.25","7,520.75","7,451.50","254.82K","-0.59%"
"2019- 06- 13","7,522.75","7,476.00","7,536.00","7,421.00","396.17K","0.66%"
"2019- 06- 12","7,473.25","7,517.75","7,531.00","7,461.00","388.86K","-0.60%"
"2019- 06- 11","7,518.25","7,519.50","7,600.75","7,492.75","461.73K","0.04%"
"2019- 06- 10","7,515.50","7,469.00","7,578.50","7,431.25","463.88K","1.29%"
"2019- 06- 07","7,419.50","7,266.50","7,453.00","7,257.75","484.84K","1.88%"
"2019- 06- 06","7,282.25","7,213.75","7,299.25","7,181.00","433.92K","0.74%"
"2019- 06- 05","7,228.50","7,189.00","7,245.25","7,150.25","534.80K","0.69%"
"2019- 06- 04","7,179.25","7,008.75","7,186.50","6,981.75","565.40K","2.65%"
"2019- 06- 03","6,993.75","7,110.00","7,132.50","6,941.25","771.72K","-1.96%"
"2019- 05- 31","7,133.50","7,251.75","7,256.00","7,129.25","540.43K","-1.68%"
"2019- 05- 30","7,255.25","7,214.75","7,271.25","7,208.50","403.48K","0.54%"
"2019- 05- 29","7,216.00","7,291.50","7,296.00","7,183.25","568.05K","-1.09%"
"2019- 05- 28","7,295.25","7,315.50","7,371.75","7,280.25","528.98K","-0.39%"
"2019- 05- 27","7,323.50","7,307.50","7,337.50","7,294.38","","0.19%"
"2019- 05- 26","7,309.62","7,313.25","7,321.50","7,308.25","","-0.08%"
"2019- 05- 24","7,315.50","7,316.75","7,379.75","7,300.50","407.81K","0.06%"
"2019- 05- 23","7,311.00","7,430.75","7,434.75","7,268.00","640.17K","-1.60%"
"2019- 05- 22","7,430.00","7,462.75","7,475.00","7,391.25","455.68K","-0.46%"
"2019- 05- 21","7,464.00","7,408.25","7,485.25","7,400.75","436.74K","0.98%"
"2019- 05- 20","7,391.75","7,514.75","7,559.25","7,361.50","634.29K","-1.59%"
"2019- 05- 17","7,511.50","7,600.75","7,620.00","7,506.50","626.78K","-1.17%"
"2019- 05- 16","7,600.25","7,524.25","7,641.00","7,473.50","525.59K","0.94%"
"2019- 05- 15","7,529.25","7,429.25","7,538.50","7,353.75","535.92K","1.46%"
"2019- 05- 14","7,421.00","7,315.25","7,459.50","7,290.00","547.77K","1.45%"
"2019- 05- 13","7,314.75","7,534.25","7,551.50","7,305.00","773.47K","-3.88%"
"2019- 05- 10","7,610.25","7,591.00","7,654.50","7,435.75","802.65K","0.20%"
"2019- 05- 09","7,595.25","7,639.75","7,644.50","7,481.00","741.22K","-0.68%"
"2019- 05- 08","7,647.50","7,663.75","7,698.00","7,600.00","621.51K","-0.35%"
"2019- 05- 07","7,674.00","7,744.75","7,804.00","7,581.25","838.95K","-1.66%"
"2019- 05- 06","7,803.50","7,810.00","7,817.50","7,667.50","630.20K","-0.78%"
"2019- 05- 03","7,865.00","7,739.00","7,872.50","7,734.75","454.09K","1.69%"
"2019- 05- 02","7,734.25","7,737.75","7,805.00","7,682.25","592.82K","-0.29%"
"2019- 05- 01","7,756.50","7,848.75","7,867.25","7,736.00","484.41K","-0.56%"
"2019- 04- 30","7,800.00","7,805.25","7,857.00","7,740.00","463.83K","-0.18%"
"2019- 04- 29","7,813.75","7,837.25","7,867.75","7,805.50","320.32K","-0.34%"
"2019- 04- 26","7,840.25","7,799.25","7,845.50","7,755.50","467.05K","0.54%"
"2019- 04- 25","7,798.50","7,855.25","7,879.50","7,792.00","488.33K","-0.63%"
"2019- 04- 24","7,847.75","7,833.50","7,852.75","7,802.25","387.63K","0.12%"
"2019- 04- 23","7,838.00","7,738.00","7,843.75","7,724.50","427.15K","1.33%"
"2019- 04- 22","7,734.75","7,715.25","7,746.75","7,669.75","253.67K","0.25%"
"2019- 04- 19","7,715.50","7,715.50","7,715.50","7,715.50","","0.04%"
"2019- 04- 18","7,712.50","7,691.50","7,723.00","7,660.25","393.59K","0.30%"
"2019- 04- 17","7,689.75","7,676.50","7,733.50","7,668.50","463.94K","0.13%"
"2019- 04- 16","7,679.50","7,650.75","7,695.00","7,648.75","373.20K","0.42%"
"2019- 04- 15","7,647.75","7,654.00","7,659.00","7,598.75","322.48K","-0.06%"
"2019- 04- 12","7,652.25","7,617.00","7,665.00","7,611.00","346.21K","0.46%"
"2019- 04- 11","7,617.25","7,644.00","7,661.00","7,601.50","340.95K","-0.31%"
"2019- 04- 10","7,641.25","7,590.50","7,646.00","7,575.75","332.70K","0.63%"
"2019- 04- 09","7,593.25","7,625.75","7,633.75","7,578.75","389.52K","-0.40%"
"2019- 04- 08","7,623.50","7,607.75","7,629.25","7,561.25","333.33K","0.25%"
"2019- 04- 05","7,604.25","7,565.00","7,612.75","7,556.00","358.71K","0.57%"
"2019- 04- 04","7,561.50","7,581.25","7,598.00","7,522.00","432.44K","-0.27%"
"2019- 04- 03","7,582.25","7,517.00","7,616.25","7,513.25","483.55K","0.84%"
"2019- 04- 02","7,519.25","7,495.25","7,532.50","7,483.75","359.19K","0.28%"
"2019- 04- 01","7,498.50","7,430.00","7,506.50","7,428.50","412.91K","1.32%"
"2019- 03- 29","7,400.50","7,350.25","7,414.50","7,350.25","395.58K","0.66%"
"2019- 03- 28","7,352.00","7,323.50","7,372.50","7,289.50","446.38K","0.24%"
"2019- 03- 27","7,334.50","7,383.50","7,404.75","7,276.00","592.98K","-0.57%"
"2019- 03- 26","7,376.75","7,363.00","7,447.50","7,340.50","557.41K","0.29%"
"2019- 03- 25","7,355.25","7,372.25","7,390.50","7,290.00","596.90K","-0.18%"
"2019- 03- 22","7,368.75","7,526.75","7,544.75","7,353.00","694.56K","-2.20%"
"2019- 03- 21","7,534.50","7,400.50","7,541.00","7,367.75","523.25K","1.69%"
"2019- 03- 20","7,409.50","7,378.00","7,458.00","7,349.50","550.62K","0.45%"
"2019- 03- 19","7,376.50","7,362.25","7,421.25","7,351.25","427.13K","0.21%"
"2019- 03- 18","7,360.75","7,338.00","7,379.50","7,321.75","366.87K","1.24%"
"2019- 03- 15","7,270.35","7,245.75","7,288.00","7,243.00","4.54K","0.42%"
"2019- 03- 14","7,239.75","7,273.25","7,293.50","7,237.75","82.28K","-0.39%"
"2019- 03- 13","7,267.75","7,209.25","7,295.50","7,183.75","127.11K","0.85%"
"2019- 03- 12","7,206.50","7,176.00","7,223.00","7,163.25","167.99K","0.58%"
"2019- 03- 11","7,164.75","7,022.25","7,176.75","6,997.50","203.73K","1.96%"
"2019- 03- 08","7,026.75","7,025.50","7,034.00","6,939.00","312.13K","-0.01%"
"2019- 03- 07","7,027.50","7,109.00","7,123.25","7,003.25","556.54K","-1.18%"
"2019- 03- 06","7,111.25","7,156.00","7,171.25","7,107.00","444.30K","-0.76%"
"2019- 03- 05","7,165.50","7,144.50","7,182.00","7,124.25","364.93K","0.28%"
"2019- 03- 04","7,145.75","7,177.00","7,211.50","7,074.50","556.66K","-0.14%"
"2019- 03- 01","7,156.00","7,106.50","7,164.50","7,098.25","383.20K","0.75%"
"2019- 02- 28","7,102.50","7,121.25","7,130.75","7,072.50","360.88K","-0.27%"
"2019- 02- 27","7,121.75","7,109.25","7,131.75","7,048.00","367.94K","0.06%"
"2019- 02- 26","7,117.75","7,122.00","7,151.00","7,073.25","362.74K","-0.11%"
"2019- 02- 25","7,125.75","7,108.50","7,168.50","7,102.00","346.62K","0.53%"
"2019- 02- 22","7,088.25","7,031.25","7,101.25","7,019.25","367.50K","0.76%"
"2019- 02- 21","7,034.50","7,070.75","7,113.75","7,005.00","432.87K","-0.55%"
"2019- 02- 20","7,073.25","7,068.75","7,105.00","7,032.25","418.27K","0.07%"
"2019- 02- 19","7,068.25","7,063.75","7,094.75","7,035.25","386.61K","-0.09%"
"2019- 02- 18","7,074.38","7,063.25","7,082.50","7,056.00","","0.11%"
"2019- 02- 17","7,066.50","7,066.25","7,078.25","7,058.50","","0.04%"
"2019- 02- 15","7,063.75","7,017.50","7,095.25","6,975.25","430.94K","0.63%"
"2019- 02- 14","7,019.75","7,017.25","7,057.50","6,972.00","490.16K","0.05%"
"2019- 02- 13","7,016.25","7,017.25","7,069.75","7,012.00","359.97K","-0.03%"
"2019- 02- 12","7,018.50","6,908.50","7,028.50","6,903.00","363.95K","1.51%"
"2019- 02- 11","6,914.25","6,921.75","6,969.50","6,896.25","384.59K","-0.04%"
"2019- 02- 08","6,916.75","6,902.00","6,926.25","6,841.00","464.34K","0.16%"
"2019- 02- 07","6,905.50","6,988.00","6,994.75","6,856.25","595.40K","-1.29%"
"2019- 02- 06","6,995.75","7,009.25","7,038.75","6,972.25","376.56K","-0.17%"
"2019- 02- 05","7,008.00","6,937.50","7,033.75","6,928.25","369.76K","1.02%"
"2019- 02- 04","6,937.50","6,863.75","6,983.00","6,858.25","353.66K","0.87%"
"2019- 02- 01","6,877.75","6,911.00","6,927.50","6,860.50","461.40K","-0.54%"
"2019- 01- 31","6,914.75","6,844.25","6,943.00","6,839.25","557.02K","1.13%"
"2019- 01- 30","6,837.25","6,690.25","6,845.25","6,657.75","526.13K","2.99%"
"2019- 01- 29","6,638.75","6,695.25","6,721.00","6,616.75","441.62K","-0.94%"
"2019- 01- 28","6,701.75","6,784.25","6,791.00","6,648.25","490.05K","-1.32%"
"2019- 01- 25","6,791.25","6,684.50","6,810.50","6,676.75","446.82K","1.74%"
"2019- 01- 24","6,675.00","6,663.00","6,718.50","6,653.00","449.02K","0.15%"
"2019- 01- 23","6,665.25","6,652.00","6,724.25","6,592.25","515.04K","0.18%"
"2019- 01- 22","6,653.00","6,794.50","6,794.50","6,611.50","651.26K","-1.73%"
"2019- 01- 21","6,770.25","6,779.75","6,785.00","6,741.38","","-0.15%"
"2019- 01- 20","6,780.75","6,804.88","6,808.50","6,777.88","","-0.18%"
"2019- 01- 18","6,792.75","6,722.75","6,828.25","6,712.00","499.88K","1.08%"
"2019- 01- 17","6,720.00","6,670.00","6,760.00","6,612.25","472.76K","0.81%"
"2019- 01- 16","6,666.25","6,674.50","6,737.25","6,664.00","443.74K","-0.16%"
"2019- 01- 15","6,676.75","6,543.00","6,689.00","6,542.25","492.32K","2.01%"
"2019- 01- 14","6,545.00","6,599.00","6,602.50","6,521.50","364.99K","-1.02%"
"2019- 01- 11","6,612.75","6,622.50","6,632.50","6,572.00","364.79K","-0.19%"
"2019- 01- 10","6,625.25","6,597.25","6,641.75","6,527.50","496.36K","0.31%"
"2019- 01- 09","6,604.75","6,546.75","6,645.00","6,546.75","496.79K","0.72%"
"2019- 01- 08","6,557.25","6,506.00","6,586.25","6,467.25","539.05K","0.94%"
"2019- 01- 07","6,496.50","6,451.25","6,535.75","6,402.50","516.60K","0.97%"
"2019- 01- 04","6,434.00","6,168.75","6,462.00","6,136.50","696.54K","4.41%"
"2019- 01- 03","6,162.00","6,242.75","6,304.25","6,148.50","714.54K","-3.28%"
"2019- 01- 02","6,371.00","6,349.50","6,409.25","6,154.00","659.32K","-0.02%"
"2019- 01- 01","6,372.50","6,350.00","6,379.38","6,344.50","","0.62%"
